,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1477429272100806656,1477243252256374786,1641081562000.0,2022-01-01 23:59:22,+0000,,@al_arif14 @jawafess @Upil_Jarann @merapi_uncover Dr kmrn berita Jogja tntng Klitih terus. Mau main ke jogja jadi takut,in,[],[],323641768,323641768,destsoe,.,6,23,https://twitter.com/destsoe/status/1477429272100806656,[],[],0,,False,1,1,0,,klitih,,,,,,,"[{'screen_name': 'al_arif14', 'name': 'Penonton Umum', 'id': '833230854'}, {'screen_name': 'jawafess', 'name': 'Penikmat Lambe', 'id': '1163303067879477248'}, {'screen_name': 'Upil_Jarann', 'name': '𝖀𝖕𝖎𝖑 𝕵𝖆𝖗𝖆𝖓𝖓', 'id': '1922753293'}, {'screen_name': 'merapi_uncover', 'name': 'IG: Merapi_Uncover', 'id': '1279804428724211712'}]",,,,
1,1477428802577969153,1477286781041057792,1641081450000.0,2022-01-01 23:57:30,+0000,,"@Jogja_Uncover @BuKasunNdeso @DosenGarisLucu Klitih ini semacam apa sih,?",in,[],[],1381213889879138304,1381213889879138304,Shanghong20,Shanghong,6,23,https://twitter.com/Shanghong20/status/1477428802577969153,[],[],0,,False,0,1,0,,klitih,,,,,,,"[{'screen_name': 'Jogja_Uncover', 'name': 'MTGS Georitmus⁴ 5.5+', 'id': '1907408942'}, {'screen_name': 'BuKasunNdeso', 'name': '☕AlumniTK☕', 'id': '1383998996851564547'}, {'screen_name': 'DosenGarisLucu', 'name': 'Dosen Garis Lucu', 'id': '1130145672798228480'}]",,,,
2,1477428063616987136,1477266561819824133,1641081274000.0,2022-01-01 23:54:34,+0000,,"@budhihermanto @muhammadiyah @PoldaJogja Klitih itu apa, pembegalan kah ?",in,[],[],1203563252992466945,1203563252992466945,12dmtr,Belözoğlu,6,23,https://twitter.com/12dmtr/status/1477428063616987136,[],[],0,,False,0,0,0,,klitih,,,,,,,"[{'screen_name': 'budhihermanto', 'name': 'Budhi Hermanto', 'id': '83831657'}, {'screen_name': 'muhammadiyah', 'name': 'Muhammadiyah', 'id': '73309923'}, {'screen_name': 'PoldaJogja', 'name': 'Polda D.I. Yogyakarta', 'id': '818341300797722624'}]",,,,
3,1477427970554097664,1477427970554097664,1641081252000.0,2022-01-01 23:54:12,+0000,,Let them eat klitih...,sl,[],[],229837796,229837796,BejanaHati,Menunggu Hujan Reda,6,23,https://twitter.com/BejanaHati/status/1477427970554097664,[],[],0,,False,0,0,0,https://twitter.com/kompastv/status/1477081650706059266,klitih,,,,,,,[],,,,
4,1477427928933621761,1477277017900945409,1641081242000.0,2022-01-01 23:54:02,+0000,,@ismailfahmi Mohon usut tuntas sampai pelaku klitih dihukum mati! @PoldaJogja   CC: @ListyoSigitP,in,[],[],217752643,217752643,oknumwarga,Fiat Justitia Ruat Caelum,6,23,https://twitter.com/oknumwarga/status/1477427928933621761,[],[],0,,False,0,0,0,,klitih,,,,,,,"[{'screen_name': 'ismailfahmi', 'name': 'Ismail Fahmi', 'id': '34075325'}]",,,,
5,1477427293320400897,1477184442003189760,1641081090000.0,2022-01-01 23:51:30,+0000,,"@kangsonogenit @catchingfeelinn @AREAJULID Sementara insyaallah klitih gak wani ndemok aku dab, soale aku wong sragen 🙏",in,[],[],346964583,346964583,bismafmustofa,"Bisma Fajar, S.Aru, S.T ,Eh",6,23,https://twitter.com/bismafmustofa/status/1477427293320400897,[],[],0,,False,0,1,0,,klitih,,,,,,,"[{'screen_name': 'kangsonogenit', 'name': 'kangsonogenit', 'id': '1082171631953309697'}, {'screen_name': 'catchingfeelinn', 'name': 'ann', 'id': '1451728955329769475'}, {'screen_name': 'AREAJULID', 'name': 'AREA JULID', 'id': '928308639315648512'}]",,,,
6,1477427085329133569,1477266561819824133,1641081041000.0,2022-01-01 23:50:41,+0000,,@budhihermanto @muhammadiyah @PoldaJogja Klitih itu naon? Bgmn? Aslina blm tau aing,in,[],[],1404771183166324741,1404771183166324741,fadlillah_iZoel,Zoel,6,23,https://twitter.com/fadlillah_iZoel/status/1477427085329133569,[],[],0,,False,0,0,0,,klitih,,,,,,,"[{'screen_name': 'budhihermanto', 'name': 'Budhi Hermanto', 'id': '83831657'}, {'screen_name': 'muhammadiyah', 'name': 'Muhammadiyah', 'id': '73309923'}, {'screen_name': 'PoldaJogja', 'name': 'Polda D.I. Yogyakarta', 'id': '818341300797722624'}]",,,,
7,1477426719636160513,1477420322974359554,1641080953000.0,2022-01-01 23:49:13,+0000,,@altarcahaya @PoldaJogja Kasus klitih ini bukan hal baru di yogya,in,[],[],1450530794,1450530794,hokinadbigwin,NidNad,6,23,https://twitter.com/hokinadbigwin/status/1477426719636160513,[],[],0,,False,0,1,0,,klitih,,,,,,,"[{'screen_name': 'altarcahaya', 'name': 'mataSENJA', 'id': '1196237298641207297'}, {'screen_name': 'PoldaJogja', 'name': 'Polda D.I. Yogyakarta', 'id': '818341300797722624'}]",,,,
8,1477426676267360256,1477426676267360256,1641080943000.0,2022-01-01 23:49:03,+0000,,"Iki opo perlu kokam sweeping cah klitih dewe ben ""sampah-sampah"" e kui ndang kecekel.",in,[],[],423867324,423867324,majidhimawan,majid himawan,6,23,https://twitter.com/majidhimawan/status/1477426676267360256,[],[],0,,False,0,1,1,https://twitter.com/budhihermanto/status/1477266561819824133,klitih,,,,,,,[],,,,
9,1477426241997131776,1477184442003189760,1641080840000.0,2022-01-01 23:47:20,+0000,,"@bismafmustofa @catchingfeelinn @AREAJULID wakakakak, ati ati dab yen rak nggae visor dagadu  keno.... njur saiki okeh klitih wi, visor ben iso menghindari bacokan nang dagadu. 😂",in,[],[],1082171631953309697,1082171631953309697,kangsonogenit,kangsonogenit,6,23,https://twitter.com/kangsonogenit/status/1477426241997131776,[],[],0,,False,0,1,0,,klitih,,,,,,,"[{'screen_name': 'bismafmustofa', 'name': 'Bisma Fajar, S.Aru, S.T ,Eh', 'id': '346964583'}, {'screen_name': 'catchingfeelinn', 'name': 'ann', 'id': '1451728955329769475'}, {'screen_name': 'AREAJULID', 'name': 'AREA JULID', 'id': '928308639315648512'}]",,,,
